0,53.9026
1,55.1578
2,52.1663
3,53.2071
4,53.5206
5,56.6925
6,54.7163
7,50.3607
8,53.149
9,53.149
10,52.8381
11,53.0124
12,52.9645
13,52.5896
14,51.2238
15,53.149
16,54.8516
17,54.8923
18,55.8632
19,57.9009
20,55.1122
21,56.0663
22,53.437
23,53.6529
24,53.437
25,54.0238
26,53.8949
27,55.3433
28,53.8653
29,54.8777
30,56.9702
31,53.8522
32,51.2796
33,50.6676
34,50.5498
35,48.7583
36,51.8525
37,53.1374
38,49.77
39,50.4341
40,49.8428
41,54.1191
42,55.4111
43,53.4022
44,53.4321
45,50.6916
46,50.5996
47,49.1542
48,47.6575
49,44.5567
50,47.8917
51,49.3109
52,49.306
53,50.6865
54,51.4009
55,51.2797
56,51.633
57,53.4604
58,49.2167
59,52.4307
60,51.2286
61,52.5313
62,53.3704
63,50.3781
64,49.6839
65,52.1265
66,49.7427
67,49.4116
68,50.8686
69,51.7331
70,51.5126
71,51.6878
72,51.6878
73,51.4093
74,51.4093
75,51.6004
76,51.5071
77,47.8644
78,48.5013
79,49.0676
80,50.8782
81,50.8486
82,50.532
83,48.0859
84,51.7403
85,53.6003
86,53.2796
87,56.4329
88,56.2381
89,57.9518
90,54.2902
91,53.9679
92,54.1543
93,54.5199
94,56.8103
95,54.2173
96,57.065
97,57.065
98,56.4246
99,56.6795
100,56.1287
101,55.6521
102,55.6391
103,58.5185
104,56.6141
105,53.5078
106,53.4826
107,52.4202
108,47.9483
109,50.7726
110,51.9711
111,50.828
112,51.6925
113,54.5364
114,54.6643
115,56.3658
116,58.0344
117,55.765
118,53.1191
119,53.2086
120,54.0731
121,53.4327
122,54.6239
123,52.5785
124,54.056
125,53.6485
126,51.9583
127,51.0474
128,49.9109
129,54.4551
130,54.8801
131,55.481
132,56.9984
133,55.6178
134,59.0463
135,58.5357
136,55.7631
137,55.0783
138,56.739
139,57.7005
140,58.6052
141,57.025
142,54.8467
143,55.0257
144,53.5722
145,53.4945
146,56.2915
147,54.2809
148,53.3128
149,54.0881
150,53.3518
